Datenexport - Übung 6 - Aufgabe 4
Anregungsfrequenz:	10	rad/s

	Zeit		x1(t)		x1p(t)		x2(t)		x2p(t)		x3(t)		x3p(t)
      8.12	   -0.0097	    0.0465	   -0.0132	    0.0267	   -0.0118	    0.0243
      8.15	  -0.00811	    0.0815	    -0.012	    0.0785	   -0.0106	    0.0798
      8.18	  -0.00549	    0.0963	  -0.00833	     0.175	  -0.00724	     0.145
      8.21	  -0.00211	     0.124	  -0.00144	     0.253	   -0.0021	     0.173
      8.24	   0.00251	      0.17	    0.0067	     0.256	   0.00312	     0.158
      8.27	   0.00832	     0.171	    0.0144	      0.21	   0.00809	     0.151
      8.31	    0.0128	     0.102	    0.0201	     0.145	    0.0131	     0.158
      8.34	    0.0148	    0.0312	    0.0233	    0.0562	    0.0174	     0.118
      8.37	     0.015	    -0.011	    0.0233	   -0.0552	    0.0194	    0.0075
       8.4	     0.014	   -0.0605	      0.02	    -0.148	    0.0176	    -0.121
      8.42	    0.0113	    -0.135	    0.0152	    -0.192	    0.0131	    -0.195
      8.46	   0.00504	    -0.211	   0.00775	    -0.235	   0.00547	    -0.228
       8.5	  -0.00257	    -0.195	  -0.00185	    -0.296	   -0.0029	    -0.232
      8.53	  -0.00836	    -0.143	   -0.0124	    -0.296	   -0.0104	    -0.192
      8.56	   -0.0127	    -0.114	   -0.0209	    -0.182	   -0.0155	    -0.103
      8.59	   -0.0155	   -0.0659	   -0.0242	   -0.0462	   -0.0175	   -0.0302
      8.62	   -0.0162	    0.0279	    -0.024	    0.0582	   -0.0176	    0.0164
      8.65	   -0.0141	     0.114	   -0.0213	     0.128	   -0.0165	    0.0688
      8.68	   -0.0101	     0.148	   -0.0166	      0.19	   -0.0133	     0.154
      8.71	  -0.00526	     0.142	  -0.00945	     0.235	  -0.00662	     0.239
      8.75	 -9.79e-05	     0.153	  -0.00116	      0.22	   0.00199	     0.223
      8.78	   0.00496	     0.153	   0.00526	      0.18	   0.00781	     0.135
      8.82	   0.00917	    0.0855	    0.0109	     0.155	    0.0109	    0.0568
      8.85	    0.0105	  0.000112	    0.0152	     0.111	    0.0119	   0.00897
      8.87	   0.00997	   -0.0325	    0.0171	    0.0343	    0.0117	   -0.0313
       8.9	   0.00908	   -0.0366	    0.0168	   -0.0592	    0.0104	   -0.0707
      8.92	   0.00806	    -0.046	    0.0143	    -0.126	   0.00824	   -0.0905
      8.95	   0.00652	   -0.0768	    0.0108	    -0.134	   0.00596	   -0.0835
      8.98	   0.00338	    -0.104	     0.007	   -0.0951	   0.00345	   -0.0716
      9.01	  0.000615	   -0.0686	   0.00451	   -0.0732	   0.00111	    -0.084
      9.04	 -0.000579	   -0.0148	   0.00239	   -0.0698	  -0.00146	   -0.0825
      9.06	 -0.000685	  0.000208	   0.00096	   -0.0613	  -0.00292	   -0.0481
      9.09	 -0.000746	  -0.00849	 -0.000205	   -0.0461	  -0.00338	   0.00707
      9.11	   -0.0011	   -0.0207	  -0.00111	   -0.0357	  -0.00261	    0.0568
      9.13	  -0.00153	   -0.0141	  -0.00194	   -0.0414	  -0.00111	    0.0692
      9.15	   -0.0016	   0.00891	  -0.00309	   -0.0574	  0.000238	    0.0404
      9.18	  -0.00123	    0.0208	  -0.00446	   -0.0631	  0.000653	  -0.00294
       9.2	 -0.000902	    0.0039	  -0.00573	   -0.0493	  0.000186	   -0.0364
      9.22	  -0.00128	   -0.0375	   -0.0066	   -0.0252	 -0.000893	   -0.0525
      9.25	  -0.00258	   -0.0699	  -0.00705	   -0.0187	  -0.00221	   -0.0601
      9.27	  -0.00427	   -0.0699	  -0.00772	   -0.0431	  -0.00373	   -0.0714
       9.3	  -0.00584	   -0.0412	  -0.00953	   -0.0856	  -0.00587	    -0.081
      9.32	  -0.00662	   -0.0254	   -0.0118	   -0.0898	  -0.00777	   -0.0661
      9.35	   -0.0073	   -0.0308	   -0.0136	   -0.0419	  -0.00898	   -0.0283
      9.37	  -0.00806	   -0.0298	   -0.0137	    0.0301	  -0.00921	   0.00713
      9.39	  -0.00845	   0.00248	   -0.0123	    0.0928	  -0.00881	    0.0239
      9.42	   -0.0077	    0.0631	  -0.00952	     0.135	  -0.00816	    0.0312
      9.45	  -0.00453	     0.129	   -0.0046	     0.175	  -0.00671	    0.0705
      9.48	 -0.000636	     0.136	  0.000893	     0.209	  -0.00363	     0.149
      9.51	   0.00367	     0.123	   0.00818	     0.216	   0.00281	     0.223
